gate_count,circuit_depth,gate_fidelity,coherence_time,temperature,qubit_connectivity,readout_fidelity,crosstalk_level,error_occurred
16,8,0.9842445898480894,35.91601775010568,19.247342641339056,0.7994917003433597,0.9252829213519904,0.1,0
8,5,0.993205546402139,40.36678539924266,12.145517121517333,0.8642770852188115,0.914154307517791,0.07406567924105256,0
20,10,0.9948283563633248,50.75484495817761,25.85648248227225,0.8237260154028345,0.9155166466167979,0.013331504690809463,0
15,11,0.9920082561515886,100.0,23.68843867988595,0.9453583289162374,0.9441506924689038,0.08140445049852861,0
29,13,0.9954595125867957,63.37346992076789,33.57417829146528,0.9537196607279466,0.8997989483261045,0.06054883505922507,0
24,8,0.991058979452466,51.04846521550595,13.33291516465203,0.8987772722788363,0.9417236253717046,0.05093375383398435,0
16,9,0.9971074701151933,45.58985555758629,21.534479831957352,0.7548196690323442,0.9074185649897871,0.01322157472703973,0
21,6,0.9919204575266984,13.875599321546712,22.382050359757734,0.8294973291340655,0.9380801116760956,0.08811002141200389,0
18,11,0.9934398511117273,13.267361879104678,16.360559160845472,0.864499046711038,0.9638306810327946,0.021120784315664783,0
47,15,0.9906100581281195,21.473106890677034,22.987819769728677,0.669373758475356,0.9310813465390344,0.06871556439921321,1
33,13,0.9821317005758197,100.0,14.462878661768935,0.8381440296365792,0.9184777108996108,0.0710140645333627,0
5,4,0.9969549859284385,11.049227181971858,28.150186839694793,0.578288100931073,0.9187252094864929,0.024874894801148562,0
17,11,0.9922906373955684,33.19951388826183,50.0,0.6386815834811442,0.9673468762964963,0.044868686232808874,0
30,7,0.984422732414119,27.84771831792813,18.953850853464594,0.7010115598866611,0.9254526304899603,0.04736085139635386,0
27,13,0.9801998111209208,100.0,19.797802434526794,0.8185936583278909,0.9410279488266624,0.03243849255722684,0
10,7,0.9938804421116266,21.446601889384482,17.561837776360157,0.961112066028701,0.9575710618727555,0.042439533349550904,0
31,10,0.9866102870418892,13.695063569323674,44.35444091529408,0.7747020848365481,0.958129438594727,0.016031630680428535,0
29,7,0.9906754866576275,62.20504115483971,50.0,0.8582380458868177,0.9387829059696113,0.028063620270358115,0
17,12,0.9805156198664969,41.212354473776884,45.770594525308155,0.7761137103193467,0.850057705081615,0.0325621509880403,1
12,8,0.9918859809984231,100.0,45.26971935309936,0.9157875555142851,0.9597720193961348,0.04089775363969271,1
23,10,0.9849756248057098,30.86097853514307,16.354617843696516,0.8097237972893874,0.9166983071762907,0.023143455274034795,1
21,8,0.9890505848031639,34.49813332129981,24.13241737794854,0.743189314501552,0.922217276920136,0.012172844299249164,0
8,6,0.9895171047385539,52.35535544394965,35.62047985153545,0.7350506639418571,0.9692001496656919,0.021966561590532393,0
37,15,0.9969368940070085,24.334324042480105,21.823072445725977,0.8975551931043717,0.9339094889365434,0.04645748965632135,0
23,14,0.990569462444993,64.33412009051524,10.834305503805139,0.8890470747865965,0.9157051359706752,0.022115349529679012,0
25,9,0.996000767668989,17.724864953187897,15.848991348934854,0.8238925978168108,0.9657941858892036,0.02974317493702188,0
24,12,0.9940564598802774,57.303203679658935,19.536537876377466,0.7833361739767203,0.9769314336260886,0.042996614692997814,0
20,10,0.9928140292728681,25.344626397969144,25.61593541411412,0.746840592305095,0.962188044580377,0.015149556788675377,0
45,13,0.9904042591692519,30.38585997126568,23.204233154520516,0.932313793165449,0.9064498372172367,0.046109430181105,0
17,15,0.997963851686451,29.948795741285423,26.614107918250948,0.7538687449616794,0.9450336785970896,0.08974167413025086,0
