gate_count,circuit_depth,gate_fidelity,coherence_time,temperature,qubit_connectivity,readout_fidelity,crosstalk_level,error_occurred
15,5,0.9901775679827293,31.622634676392117,19.399461432718397,0.878990637315604,0.8733589617203035,0.1,0
20,15,0.9915146783401841,32.652041560302344,30.470556378096745,0.6985580951043107,0.9497538602394333,0.016988566448092397,0
31,15,0.9925996941181415,15.178672424054104,17.881769941884986,0.8354561437435672,0.9205411860986844,0.021264688800591222,0
18,12,0.98210383093753,21.28558953000302,30.345834583123743,0.7635598272644021,0.9606594241537414,0.060620644878856045,0
22,4,0.9862023099197729,52.15146870751069,16.429292939359062,0.9053829049277138,0.9397715698343403,0.01565025549807715,0
7,6,0.993007096950095,10.793305106590752,39.4506045988732,0.7490819207759973,0.9489812636057365,0.022308481961904186,0
20,9,0.9939471877589109,29.496284276290638,50.0,0.6375884927266605,0.8901742613227523,0.0354871649608709,1
20,8,0.9894823959451471,100.0,12.054665810988954,0.7957165280366342,0.9272905971168286,0.010966924071258764,0
18,5,0.9969921197379358,33.896074148123645,38.60555852126076,0.8074038779465695,0.9330305119611026,0.022895933634499085,0
54,16,0.9902139044664829,22.0156637506012,11.597615977553136,0.6848125571039545,0.8408489130773457,0.04624671448639454,1
22,12,0.9683869817100998,53.650439730629245,27.245904154565515,0.8139630627747065,0.9092398546962499,0.011100170624486365,0
10,5,0.9902739282558045,26.019182469111456,50.0,0.6897354718219854,0.9051832617714524,0.01702619110489779,0
18,14,0.9749815233555279,25.1282163693703,31.830516521189786,0.7327086668824251,0.9133465270095584,0.01253130212241645,0
20,8,0.998217901814207,50.68330103455295,29.60098432136375,0.8691456267136093,0.9103682981691904,0.027639223601439236,1
30,7,0.9826572466590053,66.05795760710436,14.739824011661913,0.7729284532412022,0.940169517571976,0.1,0
40,10,0.9949582498811633,87.6169718926504,31.351633008737142,0.5997714406308947,0.9451288643219674,0.028682475300921925,1
18,9,0.9831821676810593,18.323636253297032,21.13949586710907,0.8105441712597206,0.9468558889503229,0.08802082146828864,0
24,11,0.9872145940651906,63.92975790588756,38.27928006574382,0.753246658963754,0.9516081057084087,0.011313533730383026,0
23,14,0.9868154597045294,66.75544185700798,38.54832212421525,0.6828440101684377,0.8705472495266511,0.0572584067245916,1
6,5,0.9871782973294376,27.90426974821239,39.363573001274275,0.7486127755310917,0.9104500242485679,0.011662635814902811,0
50,16,0.9964071644042498,96.42748579013471,37.567453082100734,0.8692077198318107,0.9168876269500277,0.01870961057078005,0
14,8,0.9956932813222891,100.0,39.59680022592159,0.6659688628649318,0.9463856917840189,0.031493205994896,0
22,6,0.9919601818499462,69.16124791879753,19.418682573883643,0.7516235401014921,0.8395302006141131,0.05451736126414268,0
22,5,0.9921422225170131,60.73978734085426,24.25378196071581,0.9474594403338944,0.9511870772439607,0.012221584670612507,0
22,12,0.9957322918104021,12.508296161501068,16.16411551916046,0.6926042358070126,0.9384097806218012,0.04516917423019178,0
50,12,0.9910497604711195,24.334202814395383,25.079173410937813,0.8201719471256902,0.8797063899508498,0.01834931221589,0
8,5,0.9922119490943675,11.722183876790517,44.58085267665369,0.8728099588845513,0.9344866389952831,0.021313930289005977,0
35,9,0.9724428608370919,12.413437520528937,26.957881658050532,0.8812059746609122,0.8782199302605048,0.014736809075168434,0
31,10,0.9976745783291183,10.485271401764647,32.197246903292914,0.804050585874721,0.8954886266119341,0.014662640486276135,0
29,8,0.9972788386293097,26.535969963452402,28.075108880220057,0.8334413970794434,0.9430703981287185,0.1,1
63,15,0.9975366088684642,57.20996669527745,21.919903011375993,0.6453752236924694,0.9294243251449892,0.057539310207089155,0
21,9,0.9963057355968021,32.10078306539863,14.89198009612511,0.8333779429593005,0.8884363295831623,0.03205484845287682,0
28,8,0.9914229191920619,100.0,27.23720043578632,0.833824384903986,0.9036442281365225,0.024586426102339715,0
26,10,0.9936319008291619,31.936204490423584,25.67687653527028,0.8499138781945946,0.9696969412480148,0.026997965142340707,0
13,4,0.9930995457185923,95.41424186931171,28.552526314777452,0.7035469984352628,0.9239158130907846,0.07809758402172574,0
14,7,0.9837012330931324,20.71970879550839,14.538198564440489,0.7930168178987089,0.9169678603299891,0.02292478415749803,0
31,10,0.9872005886802813,94.83887778565405,20.49535867090713,0.6726929145409923,0.9691563405235225,0.032809189618759546,0
14,8,0.9899571188948882,87.00812484880089,28.759756351678835,0.910600483898585,0.8831958701685254,0.02090546853635198,0
15,7,0.9843783731328656,47.30089269574923,23.94977456637445,0.7501808350205509,0.9759102074585353,0.06800854408853413,0
9,7,0.9906365006995959,77.7239654633253,49.06649131536383,0.7121291893030304,0.9458334536146963,0.03148597247363051,0
19,5,0.989345440955555,16.974767652219906,28.570853390476426,0.9330423550377889,0.9730861482210711,0.061776141587633025,0
40,13,0.9883566374504303,19.62122441036405,23.778133202891734,0.8686034046086439,0.8555318843450118,0.03414181669859427,1
31,15,0.9973148496859651,14.87800252155131,20.183268973056492,0.7145090740466902,0.8688877886660582,0.017433812682820113,0
5,4,0.9863927256898468,45.210034549274404,21.3578797653553,0.8263405580423846,0.9495138562363672,0.06314600608666823,0
26,15,0.9850287063458756,34.11984440420949,26.397714665641168,0.7368069123408341,0.8684653738109163,0.028896340184028334,0
21,7,0.9948338438899623,37.35003706099245,23.053900319489532,0.80847299238344,0.9487116135734375,0.01573594863594152,0
21,12,0.991592388834148,40.9646792648889,15.26147871705807,0.7540712865188193,0.9457809357806229,0.011610107938686694,0
19,12,0.9855249124165067,27.513837880495057,23.37654816968569,0.6730580622664599,0.9037803724787373,0.01040434774260312,0
14,11,0.9846357514803763,33.6505660194076,24.86660328219288,0.9182837236447088,0.9285834969443658,0.09489303339559482,0
10,8,0.9945800757000572,38.68458615195815,18.378414197156946,0.8480143938802605,0.9033341258311949,0.02023291321053436,0
13,7,0.9971030356344908,56.78062393400124,25.8419654854109,0.820679748551126,0.8985351029620529,0.015455170783465576,0
47,14,0.9854942038310289,82.51141145051233,24.21929799667859,0.7966495792230324,0.9553908239916344,0.029994789378502702,0
35,10,0.9765812381307613,35.64299823993385,25.258893742552438,0.641812425640218,0.8917611717941015,0.012874651366155808,0
20,4,0.9949352161183262,73.44391084939244,14.103050429670144,0.7083947195581146,0.897189840615398,0.1,0
62,11,0.987254347119772,51.72598917223118,14.545612880675705,0.9176741726958615,0.9566297868183293,0.028173203844173524,1
46,16,0.9920671187359484,70.63466564420195,42.19531154593724,0.8421154420615722,0.868997987960207,0.02373903752644601,1
10,5,0.9941711026854012,13.175887173149949,50.0,0.6140502938889637,0.9234223499204484,0.042910363545210564,0
18,16,0.9885753530146658,37.70670570628507,18.817940671165474,0.8243973746473812,0.9485941729780198,0.1,0
